Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Unnamed: 27,Arena,Attend.,Attend./G,Year,G,MP,FG%,Dist.,Unnamed: 6,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,Unnamed: 20,2P.2,3P.2,Unnamed: 23,%FGA,Md.,Unnamed: 26,%FGA.1,Md..1,Unnamed: 29,%3PA,3P%,Unnamed: 32,Att.,Md..2,FG,FGA,3PA,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
28.0,Toronto Raptors*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,82.0,19755.0,0.463,12.5,,0.774,0.313,0.123,0.098,0.24,0.226,,0.494,0.606,0.458,0.422,0.394,0.357,,0.508,0.867,,0.045,263.0,,0.231,832.0,,0.262,0.379,,,,,,,,,,,,,,,,,,,,
29.0,Utah Jazz*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,82.0,19805.0,0.455,12.5,,0.77,0.312,0.13,0.092,0.236,0.23,,0.485,0.634,0.373,0.4,0.383,0.355,,0.488,0.838,,0.045,256.0,,0.246,903.0,,0.275,0.362,,,,,,,,,,,,,,,,,,,,
30.0,Washington Wizards*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,82.0,19830.0,0.473,12.5,,0.763,0.297,0.144,0.108,0.213,0.237,,0.502,0.66,0.352,0.457,0.406,0.377,,0.559,0.848,,0.047,301.0,,0.228,909.0,,0.283,0.424,,,,,,,,,,,,,,,,,,,,
,League Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,82.0,19858.0,0.458,12.2,,0.787,0.314,0.131,0.113,0.229,0.213,,0.485,0.61,0.411,0.392,0.404,0.358,,0.527,0.863,,0.046,277.0,,0.244,886.0,,0.271,0.384,,,,,,,,,,,,,,,,,,,,
1.0,Atlanta Hawks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19730.0,0.46,12.8,,0.792,0.272,0.165,0.1,0.255,0.208,,0.492,0.65,0.404,0.409,0.415,0.338,,0.532,0.861,,0.047,275.0,,0.219,865.0,,0.261,0.363,,,,,,,,,,,,,,,,,,,,
2.0,Boston Celtics*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.434,12.5,,0.795,0.279,0.161,0.133,0.222,0.205,,0.459,0.609,0.389,0.367,0.376,0.34,,0.497,0.851,,0.041,240.0,,0.221,784.0,,0.266,0.363,,,,,,,,,,,,,,,,,,,,
3.0,Charlotte Bobcats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19805.0,0.455,12.8,,0.752,0.302,0.148,0.104,0.199,0.248,,0.487,0.63,0.378,0.382,0.407,0.359,,0.541,0.847,,0.054,312.0,,0.238,881.0,,0.286,0.359,,,,,,,,,,,,,,,,,,,,
4.0,Chicago Bulls*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.43,13.0,,0.799,0.263,0.167,0.12,0.25,0.201,,0.456,0.632,0.345,0.389,0.378,0.326,,0.504,0.836,,0.04,251.0,,0.222,832.0,,0.23,0.346,,,,,,,,,,,,,,,,,,,,
5.0,Cleveland Cavaliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19755.0,0.475,12.6,,0.763,0.284,0.172,0.108,0.198,0.237,,0.495,0.652,0.38,0.432,0.404,0.411,,0.548,0.87,,0.046,285.0,,0.228,948.0,,0.265,0.432,,,,,,,,,,,,,,,,,,,,
6.0,Dallas Mavericks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19705.0,0.45,12.7,,0.778,0.265,0.186,0.116,0.211,0.222,,0.481,0.664,0.401,0.396,0.367,0.343,,0.504,0.854,,0.05,317.0,,0.202,798.0,,0.241,0.385,,,,,,,,,,,,,,,,,,,,
7.0,Denver Nuggets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19705.0,0.459,13.3,,0.756,0.264,0.164,0.095,0.233,0.244,,0.495,0.66,0.416,0.412,0.4,0.344,,0.516,0.849,,0.042,263.0,,0.216,915.0,,0.255,0.396,,,,,,,,,,,,,,,,,,,,
8.0,Detroit Pistons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19880.0,0.486,12.3,,0.772,0.318,0.149,0.093,0.212,0.228,,0.523,0.677,0.405,0.404,0.427,0.358,,0.558,0.891,,0.055,337.0,,0.25,999.0,,0.29,0.401,,,,,,,,,,,,,,,,,,,,
9.0,Golden State Warriors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.467,12.3,,0.766,0.295,0.184,0.102,0.185,0.234,,0.501,0.658,0.392,0.366,0.432,0.358,,0.581,0.907,,0.053,334.0,,0.224,953.0,,0.267,0.381,,,,,,,,,,,,,,,,,,,,
10.0,Houston Rockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19880.0,0.468,12.0,,0.821,0.273,0.211,0.112,0.224,0.179,,0.492,0.661,0.397,0.409,0.417,0.358,,0.471,0.85,,0.048,311.0,,0.225,961.0,,0.242,0.421,,,,,,,,,,,,,,,,,,,,
11.0,Indiana Pacers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.449,12.9,,0.792,0.259,0.166,0.128,0.238,0.208,,0.473,0.622,0.398,0.368,0.42,0.359,,0.482,0.855,,0.044,268.0,,0.221,882.0,,0.258,0.403,,,,,,,,,,,,,,,,,,,,
12.0,Los Angeles Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19855.0,0.455,13.1,,0.761,0.264,0.175,0.105,0.217,0.239,,0.484,0.656,0.404,0.406,0.376,0.365,,0.542,0.844,,0.052,311.0,,0.214,878.0,,0.262,0.399,,,,,,,,,,,,,,,,,,,,
13.0,Los Angeles Lakers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.437,13.1,,0.758,0.25,0.182,0.114,0.211,0.242,,0.469,0.627,0.391,0.385,0.396,0.335,,0.542,0.894,,0.047,285.0,,0.209,839.0,,0.28,0.362,,,,,,,,,,,,,,,,,,,,
14.0,Memphis Grizzlies*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19880.0,0.457,12.9,,0.755,0.274,0.178,0.107,0.197,0.245,,0.486,0.664,0.368,0.398,0.393,0.369,,0.512,0.86,,0.046,272.0,,0.217,876.0,,0.26,0.408,,,,,,,,,,,,,,,,,,,,
15.0,Miami Heat*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.434,12.8,,0.761,0.262,0.189,0.114,0.195,0.239,,0.462,0.592,0.406,0.399,0.377,0.345,,0.508,0.861,,0.05,289.0,,0.221,765.0,,0.265,0.398,,,,,,,,,,,,,,,,,,,,
16.0,Milwaukee Bucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.447,12.5,,0.794,0.284,0.156,0.142,0.211,0.206,,0.476,0.614,0.394,0.41,0.396,0.334,,0.535,0.858,,0.044,250.0,,0.228,821.0,,0.279,0.353,,,,,,,,,,,,,,,,,,,,
17.0,Minnesota Timberwolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.468,13.1,,0.753,0.276,0.151,0.109,0.217,0.247,,0.499,0.669,0.392,0.391,0.41,0.374,,0.564,0.89,,0.059,370.0,,0.209,878.0,,0.291,0.38,,,,,,,,,,,,,,,,,,,,
18.0,New Jersey Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,20005.0,0.465,12.5,,0.789,0.28,0.179,0.109,0.221,0.211,,0.492,0.633,0.409,0.409,0.422,0.364,,0.537,0.882,,0.052,314.0,,0.236,891.0,,0.284,0.386,,,,,,,,,,,,,,,,,,,,
19.0,New Orleans Hornets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.457,13.3,,0.752,0.249,0.177,0.116,0.21,0.248,,0.49,0.685,0.409,0.384,0.387,0.357,,0.538,0.878,,0.047,274.0,,0.206,831.0,,0.269,0.407,,,,,,,,,,,,,,,,,,,,
20.0,New York Knicks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.472,11.9,,0.79,0.295,0.204,0.102,0.189,0.21,,0.499,0.653,0.372,0.405,0.445,0.372,,0.458,0.826,,0.054,330.0,,0.24,993.0,,0.283,0.397,,,,,,,,,,,,,,,,,,,,
21.0,Oklahoma City Thunder*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,20005.0,0.458,11.7,,0.804,0.298,0.2,0.105,0.201,0.196,,0.481,0.65,0.371,0.377,0.395,0.361,,0.488,0.88,,0.055,335.0,,0.236,976.0,,0.256,0.395,,,,,,,,,,,,,,,,,,,,
22.0,Orlando Magic*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.436,13.5,,0.775,0.229,0.173,0.12,0.253,0.225,,0.461,0.633,0.402,0.395,0.378,0.35,,0.509,0.874,,0.04,241.0,,0.187,714.0,,0.282,0.418,,,,,,,,,,,,,,,,,,,,
23.0,Philadelphia 76ers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19930.0,0.451,12.4,,0.793,0.274,0.181,0.121,0.216,0.207,,0.48,0.647,0.371,0.38,0.417,0.34,,0.542,0.84,,0.041,247.0,,0.226,908.0,,0.228,0.38,,,,,,,,,,,,,,,,,,,,
24.0,Phoenix Suns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,20005.0,0.472,12.9,,0.773,0.243,0.202,0.11,0.217,0.227,,0.502,0.69,0.403,0.437,0.418,0.367,,0.518,0.821,,0.045,300.0,,0.188,846.0,,0.302,0.402,,,,,,,,,,,,,,,,,,,,
25.0,Portland Trail Blazers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19805.0,0.467,12.4,,0.768,0.296,0.177,0.093,0.203,0.232,,0.497,0.637,0.399,0.41,0.418,0.367,,0.48,0.819,,0.048,273.0,,0.24,869.0,,0.291,0.37,,,,,,,,,,,,,,,,,,,,
26.0,Sacramento Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19855.0,0.478,12.1,,0.802,0.261,0.221,0.112,0.208,0.198,,0.508,0.714,0.382,0.421,0.429,0.355,,0.495,0.838,,0.056,362.0,,0.212,957.0,,0.262,0.39,,,,,,,,,,,,,,,,,,,,
27.0,San Antonio Spurs*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.456,12.5,,0.81,0.256,0.194,0.122,0.237,0.19,,0.477,0.628,0.41,0.413,0.401,0.367,,0.485,0.835,,0.035,216.0,,0.221,877.0,,0.254,0.468,,,,,,,,,,,,,,,,,,,,
28.0,Toronto Raptors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.482,11.8,,0.784,0.341,0.158,0.1,0.187,0.216,,0.511,0.644,0.437,0.389,0.396,0.376,,0.515,0.882,,0.066,394.0,,0.256,999.0,,0.3,0.387,,,,,,,,,,,,,,,,,,,,
29.0,Utah Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19880.0,0.459,12.7,,0.757,0.27,0.198,0.097,0.193,0.243,,0.486,0.64,0.396,0.391,0.41,0.376,,0.498,0.873,,0.045,261.0,,0.213,810.0,,0.28,0.426,,,,,,,,,,,,,,,,,,,,
30.0,Washington Wizards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19930.0,0.471,12.3,,0.777,0.295,0.178,0.098,0.207,0.223,,0.499,0.693,0.344,0.417,0.394,0.373,,0.544,0.852,,0.061,389.0,,0.225,957.0,,0.291,0.428,,,,,,,,,,,,,,,,,,,,
,League Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19835.0,0.459,12.6,,0.778,0.276,0.178,0.11,0.214,0.222,,0.487,0.65,0.392,0.398,0.403,0.358,,0.518,0.86,,0.049,297.0,,0.222,883.0,,0.27,0.394,,,,,,,,,,,,,,,,,,,,
1.0,Atlanta Hawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19855.0,0.473,13.8,,0.62,0.307,0.127,0.089,0.096,0.38,,0.543,0.658,0.431,0.429,0.429,0.359,,0.543,0.837,,0.058,380.0,,0.289,1184.0,,0.234,0.381,,,,,,,,,,,,,,,,,,,,
2.0,Boston Celtics*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19780.0,0.448,14.0,,0.619,0.266,0.183,0.086,0.085,0.381,,0.513,0.659,0.411,0.38,0.411,0.344,,0.498,0.844,,0.051,333.0,,0.279,1087.0,,0.205,0.38,,,,,,,,,,,,,,,,,,,,
3.0,Brooklyn Nets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19980.0,0.456,13.4,,0.672,0.274,0.174,0.119,0.105,0.328,,0.513,0.641,0.425,0.466,0.375,0.341,,0.489,0.788,,0.051,331.0,,0.27,1113.0,,0.196,0.342,,,,,,,,,,,,,,,,,,,,
4.0,Chicago Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19905.0,0.473,13.7,,0.63,0.301,0.149,0.085,0.095,0.37,,0.537,0.669,0.41,0.428,0.417,0.365,,0.522,0.811,,0.058,386.0,,0.283,1154.0,,0.205,0.41,,,,,,,,,,,,,,,,,,,,
5.0,Charlotte Hornets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19830.0,0.47,13.7,,0.624,0.308,0.143,0.083,0.091,0.376,,0.536,0.669,0.396,0.412,0.416,0.361,,0.522,0.865,,0.065,433.0,,0.289,1169.0,,0.214,0.422,,,,,,,,,,,,,,,,,,,,
6.0,Cleveland Cavaliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19755.0,0.495,13.7,,0.638,0.305,0.137,0.101,0.095,0.362,,0.561,0.699,0.429,0.439,0.433,0.38,,0.512,0.812,,0.066,437.0,,0.269,1182.0,,0.221,0.407,,,,,,,,,,,,,,,,,,,,
7.0,Dallas Mavericks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19780.0,0.459,13.8,,0.635,0.267,0.17,0.1,0.098,0.365,,0.525,0.693,0.399,0.396,0.417,0.344,,0.516,0.82,,0.062,407.0,,0.238,986.0,,0.215,0.361,,,,,,,,,,,,,,,,,,,,
8.0,Denver Nuggets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19730.0,0.458,13.2,,0.63,0.302,0.168,0.084,0.076,0.37,,0.528,0.666,0.408,0.428,0.36,0.339,,0.543,0.83,,0.069,424.0,,0.275,1087.0,,0.254,0.382,,,,,,,,,,,,,,,,,,,,
9.0,Detroit Pistons*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19855.0,0.469,13.1,,0.673,0.278,0.199,0.103,0.093,0.327,,0.53,0.679,0.439,0.428,0.39,0.345,,0.522,0.817,,0.058,355.0,,0.295,1188.0,,0.21,0.393,,,,,,,,,,,,,,,,,,,,
10.0,Golden State Warriors*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19805.0,0.444,14.2,,0.632,0.245,0.19,0.101,0.095,0.368,,0.5,0.681,0.377,0.393,0.394,0.347,,0.522,0.794,,0.051,354.0,,0.255,1045.0,,0.206,0.363,,,,,,,,,,,,,,,,,,,,
11.0,Houston Rockets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19830.0,0.466,13.0,,0.656,0.293,0.195,0.094,0.073,0.344,,0.532,0.7,0.396,0.421,0.37,0.34,,0.504,0.817,,0.055,360.0,,0.301,1249.0,,0.264,0.359,,,,,,,,,,,,,,,,,,,,
12.0,Indiana Pacers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19705.0,0.45,13.8,,0.627,0.307,0.146,0.083,0.091,0.373,,0.507,0.634,0.378,0.39,0.392,0.354,,0.53,0.876,,0.061,387.0,,0.275,1034.0,,0.213,0.371,,,,,,,,,,,,,,,,,,,,
13.0,Los Angeles Clippers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19830.0,0.457,13.1,,0.669,0.302,0.167,0.109,0.091,0.331,,0.513,0.659,0.382,0.393,0.416,0.343,,0.504,0.799,,0.058,401.0,,0.276,1143.0,,0.176,0.372,,,,,,,,,,,,,,,,,,,,
14.0,Los Angeles Lakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19780.0,0.452,13.4,,0.634,0.314,0.15,0.087,0.084,0.366,,0.511,0.632,0.394,0.401,0.382,0.349,,0.51,0.818,,0.068,435.0,,0.274,1117.0,,0.21,0.366,,,,,,,,,,,,,,,,,,,,
15.0,Memphis Grizzlies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19880.0,0.451,13.8,,0.614,0.301,0.136,0.091,0.086,0.386,,0.508,0.63,0.395,0.408,0.366,0.36,,0.522,0.85,,0.056,337.0,,0.274,996.0,,0.234,0.403,,,,,,,,,,,,,,,,,,,,
16.0,Miami Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19730.0,0.441,14.0,,0.618,0.271,0.155,0.098,0.095,0.382,,0.493,0.607,0.396,0.413,0.407,0.358,,0.507,0.837,,0.051,325.0,,0.258,918.0,,0.251,0.38,,,,,,,,,,,,,,,,,,,,
17.0,Milwaukee Bucks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19780.0,0.433,14.8,,0.612,0.239,0.144,0.128,0.101,0.388,,0.479,0.616,0.361,0.408,0.414,0.361,,0.499,0.847,,0.044,296.0,,0.236,898.0,,0.198,0.413,,,,,,,,,,,,,,,,,,,,
18.0,Minnesota Timberwolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19830.0,0.467,13.4,,0.627,0.309,0.15,0.088,0.08,0.373,,0.52,0.657,0.381,0.398,0.387,0.378,,0.527,0.84,,0.063,424.0,,0.287,1162.0,,0.239,0.409,,,,,,,,,,,,,,,,,,,,
19.0,New Orleans Pelicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19755.0,0.466,13.5,,0.637,0.303,0.155,0.089,0.089,0.363,,0.525,0.664,0.4,0.403,0.39,0.364,,0.532,0.817,,0.062,417.0,,0.289,1230.0,,0.212,0.394,,,,,,,,,,,,,,,,,,,,
20.0,New York Knicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19780.0,0.467,13.3,,0.636,0.33,0.135,0.085,0.086,0.364,,0.527,0.65,0.395,0.424,0.364,0.363,,0.526,0.828,,0.062,402.0,,0.298,1210.0,,0.233,0.402,,,,,,,,,,,,,,,,,,,,
21.0,Oklahoma City Thunder*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19855.0,0.46,13.1,,0.644,0.331,0.139,0.089,0.084,0.356,,0.517,0.628,0.4,0.411,0.39,0.356,,0.536,0.804,,0.064,403.0,,0.293,1138.0,,0.242,0.382,,,,,,,,,,,,,,,,,,,,
22.0,Orlando Magic*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19780.0,0.456,13.6,,0.656,0.271,0.173,0.115,0.097,0.344,,0.513,0.663,0.394,0.4,0.44,0.347,,0.494,0.815,,0.051,318.0,,0.275,1071.0,,0.189,0.38,,,,,,,,,,,,,,,,,,,,
23.0,Philadelphia 76ers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19805.0,0.455,13.2,,0.672,0.292,0.184,0.092,0.104,0.328,,0.511,0.656,0.394,0.413,0.396,0.342,,0.492,0.77,,0.057,385.0,,0.284,1123.0,,0.171,0.344,,,,,,,,,,,,,,,,,,,,
24.0,Phoenix Suns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19880.0,0.482,12.7,,0.661,0.341,0.154,0.08,0.085,0.339,,0.538,0.654,0.418,0.399,0.423,0.372,,0.535,0.823,,0.073,479.0,,0.301,1208.0,,0.201,0.419,,,,,,,,,,,,,,,,,,,,
25.0,Portland Trail Blazers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19855.0,0.457,13.3,,0.669,0.299,0.15,0.109,0.111,0.331,,0.505,0.633,0.411,0.39,0.399,0.359,,0.475,0.823,,0.047,312.0,,0.268,1086.0,,0.175,0.364,,,,,,,,,,,,,,,,,,,,
26.0,Sacramento Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19730.0,0.466,13.6,,0.618,0.296,0.169,0.075,0.078,0.382,,0.54,0.696,0.405,0.394,0.381,0.348,,0.505,0.784,,0.064,420.0,,0.29,1225.0,,0.22,0.357,,,,,,,,,,,,,,,,,,,,
27.0,San Antonio Spurs*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19805.0,0.463,14.0,,0.636,0.256,0.176,0.1,0.104,0.364,,0.522,0.659,0.416,0.465,0.423,0.359,,0.503,0.829,,0.047,308.0,,0.258,1050.0,,0.196,0.401,,,,,,,,,,,,,,,,,,,,
28.0,Toronto Raptors*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19880.0,0.449,13.3,,0.652,0.287,0.171,0.107,0.087,0.348,,0.505,0.638,0.386,0.442,0.378,0.345,,0.514,0.872,,0.053,359.0,,0.271,1045.0,,0.243,0.362,,,,,,,,,,,,,,,,,,,,
29.0,Utah Jazz*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19755.0,0.452,13.1,,0.687,0.259,0.206,0.122,0.1,0.313,,0.496,0.64,0.406,0.407,0.418,0.355,,0.463,0.778,,0.051,333.0,,0.275,1021.0,,0.191,0.348,,,,,,,,,,,,,,,,,,,,
30.0,Washington Wizards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19930.0,0.48,13.5,,0.638,0.314,0.155,0.08,0.089,0.362,,0.542,0.7,0.367,0.386,0.429,0.37,,0.519,0.824,,0.066,452.0,,0.305,1276.0,,0.191,0.391,,,,,,,,,,,,,,,,,,,,
,League Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,82.0,19815.0,0.461,13.5,,0.641,0.292,0.162,0.096,0.092,0.359,,0.52,0.658,0.4,0.413,0.401,0.355,,0.513,0.823,,0.058,380.0,,0.278,1113.0,,0.214,0.383,,,,,,,,,,,,,,,,,,,,
1.0,Atlanta Hawks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19830.0,0.432,12.6,,0.716,0.301,0.137,0.101,0.176,0.284,,0.469,0.581,0.405,0.37,0.383,0.338,,0.522,0.841,,0.043,273.0,,0.261,964.0,,0.252,0.377,,,,,,,,,,,,,,,,,,,,
2.0,Boston Celtics*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19780.0,0.441,12.3,,0.726,0.294,0.169,0.102,0.161,0.274,,0.481,0.618,0.378,0.387,0.396,0.336,,0.478,0.855,,0.035,227.0,,0.258,1031.0,,0.255,0.359,,,,,,,,,,,,,,,,,,,,
3.0,Brooklyn Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19755.0,0.479,12.3,,0.699,0.325,0.143,0.084,0.147,0.301,,0.526,0.649,0.434,0.396,0.418,0.369,,0.525,0.845,,0.064,412.0,,0.273,1108.0,,0.256,0.417,,,,,,,,,,,,,,,,,,,,
4.0,Chicago Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19905.0,0.441,12.2,,0.743,0.303,0.158,0.107,0.175,0.257,,0.474,0.597,0.381,0.404,0.387,0.345,,0.503,0.845,,0.039,263.0,,0.275,1097.0,,0.226,0.397,,,,,,,,,,,,,,,,,,,,
5.0,Charlotte Hornets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19855.0,0.444,13.0,,0.701,0.293,0.13,0.1,0.178,0.299,,0.485,0.607,0.362,0.415,0.414,0.349,,0.538,0.86,,0.042,272.0,,0.251,966.0,,0.252,0.37,,,,,,,,,,,,,,,,,,,,
6.0,Cleveland Cavaliers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19855.0,0.448,12.4,,0.724,0.274,0.177,0.115,0.157,0.276,,0.487,0.633,0.4,0.41,0.385,0.347,,0.517,0.819,,0.046,283.0,,0.236,908.0,,0.239,0.38,,,,,,,,,,,,,,,,,,,,
7.0,Dallas Mavericks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,20005.0,0.451,13.0,,0.689,0.261,0.164,0.107,0.157,0.311,,0.5,0.649,0.4,0.427,0.407,0.342,,0.481,0.865,,0.044,284.0,,0.214,881.0,,0.269,0.333,,,,,,,,,,,,,,,,,,,,
8.0,Denver Nuggets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19830.0,0.461,12.6,,0.706,0.306,0.144,0.087,0.17,0.294,,0.498,0.62,0.418,0.396,0.398,0.371,,0.521,0.87,,0.051,311.0,,0.258,995.0,,0.272,0.365,,,,,,,,,,,,,,,,,,,,
9.0,Detroit Pistons*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19880.0,0.461,11.9,,0.757,0.288,0.178,0.127,0.164,0.243,,0.495,0.638,0.396,0.439,0.395,0.355,,0.489,0.837,,0.038,237.0,,0.253,1037.0,,0.2,0.4,,,,,,,,,,,,,,,,,,,,
10.0,Golden State Warriors*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19880.0,0.435,12.4,,0.737,0.277,0.177,0.118,0.164,0.263,,0.472,0.639,0.345,0.386,0.389,0.332,,0.52,0.773,,0.047,313.0,,0.232,978.0,,0.183,0.358,,,,,,,,,,,,,,,,,,,,
11.0,Houston Rockets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19830.0,0.459,12.6,,0.684,0.298,0.156,0.091,0.14,0.316,,0.504,0.655,0.386,0.387,0.389,0.361,,0.561,0.835,,0.06,389.0,,0.252,1003.0,,0.306,0.389,,,,,,,,,,,,,,,,,,,,
12.0,Indiana Pacers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19880.0,0.44,12.7,,0.708,0.291,0.145,0.103,0.168,0.292,,0.484,0.61,0.398,0.41,0.387,0.334,,0.475,0.845,,0.042,269.0,,0.263,1010.0,,0.259,0.364,,,,,,,,,,,,,,,,,,,,
13.0,Los Angeles Clippers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19830.0,0.434,12.6,,0.725,0.278,0.164,0.108,0.175,0.275,,0.471,0.618,0.387,0.398,0.36,0.338,,0.512,0.814,,0.05,318.0,,0.24,910.0,,0.221,0.321,,,,,,,,,,,,,,,,,,,,
14.0,Los Angeles Lakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,82.0,19730.0,0.473,12.2,,0.713,0.314,0.145,0.103,0.151,0.287,,0.524,0.67,0.413,0.394,0.413,0.347,,0.549,0.83,,0.062,401.0,,0.254,1086.0,,0.236,0.352,,,,,,,,,,,,,,,,,,,,
