Rk,team,G,MP,FG.,Dist.,X2P,X0.3,X3.10,X10.16,X16.3P,X3P,X2P.1,X0.3.1,X3.10.1,X10.16.1,X16.3P.1,X3P.1,X2P.2,X3P.2,X.FGA,Md.,X.FGA.1,Md..1,X.3PA,X3P.,Att.,Md..2,year
9,detroit pistons,82,19780,0.447,11.1,0.778,0.356,0.197,0.068,0.157,0.222,0.483,0.64,0.344,0.369,0.348,0.321,0.493,0.779,0.052,342,0.284,1204,0.251,0.396,24,0,2013
10,golden state warriors,82,19830,0.462,13.4,0.709,0.264,0.176,0.1,0.169,0.291,0.496,0.654,0.394,0.396,0.412,0.38,0.54,0.753,0.055,363,0.188,777,0.24,0.413,21,0,2013
11,houston rockets,82,19830,0.472,11.9,0.67,0.341,0.214,0.049,0.065,0.33,0.529,0.663,0.405,0.391,0.343,0.358,0.472,0.834,0.078,481,0.276,1046,0.23,0.389,11,1,2013
12,indiana pacers,82,19780,0.449,13,0.765,0.249,0.188,0.124,0.205,0.235,0.477,0.611,0.418,0.382,0.425,0.357,0.498,0.831,0.03,180,0.218,831,0.246,0.406,14,0,2013
13,los angeles clippers,82,19755,0.474,13.8,0.709,0.267,0.137,0.097,0.208,0.291,0.525,0.707,0.408,0.422,0.415,0.352,0.568,0.847,0.081,496,0.188,817,0.286,0.401,11,1,2013
14,los angeles lakers,82,19705,0.45,13.5,0.709,0.247,0.177,0.116,0.169,0.291,0.478,0.64,0.407,0.392,0.375,0.381,0.569,0.854,0.045,283,0.202,843,0.239,0.405,6,0,2013
15,memphis grizzlies,82,19805,0.464,11.3,0.829,0.301,0.223,0.115,0.191,0.171,0.487,0.631,0.411,0.42,0.39,0.353,0.526,0.894,0.036,222,0.245,990,0.28,0.368,17,1,2013
16,miami heat,82,19880,0.501,12.8,0.708,0.33,0.127,0.084,0.168,0.292,0.558,0.697,0.467,0.433,0.413,0.364,0.509,0.88,0.064,383,0.255,1018,0.372,0.429,5,1,2013
17,milwaukee bucks,82,19880,0.438,12.1,0.769,0.314,0.168,0.106,0.182,0.231,0.464,0.584,0.365,0.389,0.392,0.353,0.547,0.812,0.038,232,0.25,924,0.182,0.375,5,0,2013
18,minnesota timberwolves,82,19855,0.444,12.1,0.755,0.334,0.157,0.091,0.174,0.245,0.478,0.619,0.386,0.348,0.358,0.341,0.564,0.838,0.042,278,0.277,1140,0.224,0.332,14,1,2013
19,new orleans pelicans,82,19855,0.459,11.5,0.807,0.332,0.183,0.107,0.184,0.193,0.479,0.598,0.37,0.419,0.409,0.373,0.506,0.866,0.05,305,0.276,1027,0.231,0.382,20,0,2013
20,new york knicks,82,19855,0.449,14.4,0.698,0.252,0.112,0.111,0.222,0.302,0.482,0.628,0.355,0.412,0.417,0.372,0.45,0.818,0.055,342,0.185,688,0.207,0.394,21,0,2013
21,oklahoma city thunder,82,19805,0.471,13,0.729,0.282,0.149,0.131,0.167,0.271,0.512,0.668,0.391,0.434,0.418,0.361,0.521,0.715,0.071,445,0.193,767,0.239,0.353,17,0,2013
22,orlando magic,82,19955,0.445,13.1,0.765,0.277,0.152,0.103,0.232,0.235,0.474,0.601,0.385,0.434,0.399,0.353,0.523,0.783,0.036,230,0.224,844,0.284,0.359,14,0,2013
23,philadelphia 76ers,82,19855,0.435,11.4,0.742,0.353,0.19,0.087,0.111,0.258,0.477,0.601,0.356,0.374,0.373,0.312,0.507,0.879,0.043,282,0.297,1192,0.193,0.331,13,3,2013
24,phoenix suns,82,19755,0.463,13.1,0.7,0.29,0.149,0.118,0.143,0.3,0.503,0.648,0.374,0.43,0.403,0.372,0.388,0.824,0.05,305,0.226,935,0.273,0.404,16,0,2013
25,portland trail blazers,82,19855,0.45,13.9,0.71,0.258,0.133,0.11,0.208,0.29,0.481,0.628,0.368,0.387,0.422,0.372,0.523,0.816,0.041,269,0.199,825,0.252,0.39,10,0,2013
26,sacramento kings,82,19830,0.447,12.3,0.782,0.249,0.239,0.106,0.188,0.218,0.479,0.665,0.391,0.412,0.382,0.333,0.463,0.76,0.056,338,0.205,845,0.205,0.374,8,1,2013
27,san antonio spurs,82,19755,0.486,12.6,0.743,0.287,0.185,0.09,0.181,0.257,0.517,0.673,0.437,0.389,0.413,0.397,0.554,0.872,0.033,204,0.252,1114,0.299,0.41,11,0,2013
28,toronto raptors,82,19955,0.445,13.6,0.715,0.226,0.206,0.103,0.181,0.285,0.475,0.642,0.417,0.402,0.372,0.372,0.501,0.835,0.043,260,0.177,692,0.259,0.388,12,2,2013
29,utah jazz,82,19780,0.444,12.7,0.763,0.281,0.177,0.106,0.199,0.237,0.474,0.653,0.367,0.374,0.372,0.344,0.486,0.91,0.052,314,0.211,844,0.244,0.393,21,0,2013
30,washington wizards,82,20055,0.459,13.2,0.754,0.273,0.143,0.116,0.221,0.246,0.485,0.676,0.374,0.366,0.384,0.38,0.525,0.895,0.046,305,0.218,924,0.306,0.401,14,1,2013
NA,league average,82,19841,0.454,12.8,0.741,0.286,0.169,0.105,0.18,0.259,0.488,0.636,0.39,0.401,0.395,0.36,0.518,0.837,0.048,301,0.229,909,0.248,0.39,14.8,0.5,2013
1,atlanta hawks,82,19730,0.431,11.4,0.86,0.258,0.19,0.214,0.198,0.14,0.443,0.612,0.32,0.387,0.403,0.357,0.507,0.811,0.037,224,NA,1,0.228,0.371,10,NA,2000
2,boston celtics,82,19830,0.428,12.5,0.748,0.287,0.161,0.121,0.18,0.252,0.45,0.571,0.344,0.385,0.393,0.363,0.532,0.926,0.019,104,NA,0,0.261,0.39,12,NA,2000
3,charlotte hornets,82,19880,0.431,12.2,0.849,0.27,0.134,0.18,0.265,0.151,0.446,0.595,0.386,0.363,0.381,0.346,0.65,0.885,0.038,204,NA,1,0.178,0.406,9,NA,2000
4,chicago bulls,82,19855,0.424,12,0.852,0.275,0.151,0.175,0.251,0.148,0.438,0.569,0.36,0.39,0.375,0.346,0.634,0.894,0.033,176,NA,0,0.132,0.36,5,NA,2000
5,cleveland cavaliers,82,19830,0.442,10.9,0.899,0.28,0.201,0.19,0.228,0.101,0.455,0.622,0.335,0.41,0.392,0.334,0.564,0.914,0.034,197,NA,1,0.338,0.359,22,NA,2000
6,dallas mavericks,82,19805,0.459,12.3,0.798,0.257,0.165,0.166,0.21,0.202,0.479,0.656,0.347,0.413,0.419,0.381,0.513,0.816,0.031,192,NA,0,0.234,0.355,14,NA,2000
7,denver nuggets,82,19780,0.433,12.3,0.79,0.295,0.137,0.138,0.221,0.21,0.454,0.615,0.357,0.366,0.354,0.355,0.62,0.861,0.048,288,NA,0,0.295,0.38,5,NA,2000
8,detroit pistons,82,19855,0.424,12.2,0.838,0.295,0.109,0.15,0.284,0.162,0.439,0.571,0.319,0.35,0.394,0.35,0.513,0.848,0.036,226,NA,0,0.277,0.377,5,NA,2000
9,golden state warriors,82,19780,0.409,11.5,0.866,0.24,0.226,0.159,0.241,0.134,0.427,0.653,0.313,0.336,0.371,0.293,0.588,0.809,0.024,149,NA,1,0.197,0.337,8,NA,2000
10,houston rockets,82,19830,0.453,12.2,0.783,0.306,0.141,0.133,0.204,0.217,0.48,0.636,0.356,0.398,0.385,0.357,0.498,0.792,0.04,233,NA,2,0.254,0.391,15,NA,2000
11,indiana pacers,82,19980,0.44,12.6,0.82,0.221,0.201,0.157,0.241,0.18,0.461,0.621,0.374,0.423,0.412,0.342,0.58,0.889,0.037,222,NA,0,0.329,0.367,7,NA,2000
12,los angeles clippers,82,20030,0.448,11.3,0.836,0.273,0.226,0.152,0.184,0.164,0.469,0.637,0.41,0.353,0.391,0.339,0.505,0.847,0.043,242,NA,0,0.155,0.364,4,NA,2000
13,los angeles lakers,82,19905,0.465,11.9,0.809,0.285,0.186,0.137,0.201,0.191,0.494,0.671,0.382,0.402,0.407,0.344,0.565,0.866,0.055,350,NA,0,0.17,0.378,12,NA,2000
14,miami heat,82,19880,0.43,13,0.779,0.25,0.149,0.146,0.233,0.221,0.455,0.582,0.376,0.389,0.409,0.345,0.56,0.812,0.029,152,NA,0,0.21,0.379,14,NA,2000
15,milwaukee bucks,82,19780,0.458,13.2,0.782,0.224,0.121,0.258,0.179,0.218,0.48,0.596,0.413,0.454,0.415,0.379,0.529,0.879,0.033,200,NA,3,0.274,0.411,15,NA,2000
16,minnesota timberwolves,82,19830,0.458,12.5,0.869,0.236,0.164,0.155,0.315,0.131,0.473,0.628,0.387,0.403,0.438,0.357,0.637,0.882,0.028,177,NA,0,0.262,0.398,9,NA,2000
17,new jersey nets,82,19730,0.425,11.6,0.835,0.322,0.137,0.132,0.243,0.165,0.443,0.579,0.366,0.315,0.374,0.333,0.543,0.798,0.039,219,NA,1,0.199,0.333,11,NA,2000
18,new york knicks,82,19905,0.444,11.9,0.82,0.27,0.163,0.184,0.203,0.18,0.465,0.594,0.395,0.388,0.42,0.351,0.506,0.826,0.022,117,NA,0,0.227,0.415,9,NA,2000
19,orlando magic,82,19955,0.438,12.6,0.804,0.29,0.117,0.137,0.26,0.196,0.456,0.584,0.368,0.361,0.404,0.364,0.548,0.859,0.033,210,NA,0,0.159,0.388,14,NA,2000
20,philadelphia 76ers,82,19855,0.447,10.8,0.876,0.276,0.206,0.211,0.184,0.124,0.464,0.71,0.289,0.358,0.414,0.326,0.554,0.878,0.027,163,NA,0,0.234,0.388,8,NA,2000
21,phoenix suns,82,19805,0.436,11.9,0.844,0.262,0.172,0.164,0.246,0.156,0.458,0.61,0.352,0.387,0.418,0.315,0.615,0.898,0.039,229,NA,0,0.284,0.311,13,NA,2000
22,portland trail blazers,82,19780,0.468,11.9,0.835,0.299,0.153,0.129,0.254,0.165,0.492,0.635,0.391,0.409,0.425,0.349,0.629,0.829,0.049,293,NA,0,0.218,0.343,8,NA,2000
23,sacramento kings,82,20080,0.449,11.8,0.806,0.295,0.185,0.097,0.23,0.194,0.472,0.644,0.363,0.384,0.377,0.354,0.554,0.797,0.035,224,NA,2,0.25,0.364,20,NA,2000
24,san antonio spurs,82,19830,0.461,11.9,0.825,0.26,0.183,0.178,0.205,0.175,0.472,0.652,0.359,0.4,0.406,0.407,0.569,0.876,0.053,304,NA,1,0.345,0.485,12,NA,2000
25,seattle supersonics,82,19805,0.456,10.7,0.824,0.305,0.226,0.129,0.164,0.176,0.468,0.643,0.356,0.363,0.377,0.399,0.538,0.886,0.036,223,NA,0,0.237,0.401,9,NA,2000
26,toronto raptors,82,19955,0.437,12.8,0.833,0.264,0.124,0.145,0.3,0.167,0.451,0.602,0.35,0.373,0.397,0.369,0.63,0.828,0.032,202,NA,0,0.223,0.396,15,NA,2000
27,utah jazz,82,19780,0.471,10.9,0.865,0.348,0.134,0.124,0.259,0.135,0.485,0.625,0.369,0.382,0.404,0.381,0.693,0.874,0.037,206,NA,0,0.271,0.446,7,NA,2000
28,vancouver grizzlies,82,19780,0.439,12.9,0.855,0.217,0.184,0.13,0.323,0.145,0.455,0.63,0.359,0.375,0.424,0.343,0.635,0.874,0.039,231,NA,0,0.267,0.316,3,NA,2000
29,washington wizards,82,19680,0.439,11.3,0.869,0.249,0.219,0.199,0.202,0.131,0.456,0.625,0.356,0.397,0.415,0.324,0.563,0.753,0.03,177,NA,0,0.216,0.361,3,NA,2000
NA,league average,82,19840,0.443,12,0.83,0.273,0.168,0.158,0.232,0.17,0.461,0.619,0.359,0.385,0.4,0.354,0.572,0.852,0.036,212,NA,0.4,0.239,0.381,10.3,NA,2000
1,atlanta hawks,82,19905,0.433,11.7,0.809,0.303,0.148,0.153,0.205,0.191,0.456,0.577,0.371,0.363,0.409,0.335,0.537,0.845,0.045,289,0.232,767,0.292,0.37,2,0,2003
2,boston celtics,82,19705,0.443,13,0.751,0.285,0.126,0.118,0.222,0.249,0.475,0.608,0.35,0.394,0.42,0.346,0.524,0.875,0.048,284,0.227,764,0.259,0.394,10,0,2003
3,chicago bulls,82,19830,0.414,12.4,0.814,0.283,0.13,0.142,0.259,0.186,0.431,0.537,0.385,0.349,0.383,0.342,0.614,0.79,0.045,283,0.217,665,0.214,0.349,10,1,2003
4,cleveland cavaliers,82,19855,0.433,10.6,0.884,0.318,0.173,0.196,0.197,0.116,0.448,0.586,0.355,0.387,0.368,0.314,0.595,0.879,0.051,322,0.22,768,0.29,0.338,13,0,2003
5,dallas mavericks,82,19805,0.459,12.1,0.799,0.29,0.159,0.129,0.219,0.201,0.488,0.619,0.414,0.428,0.402,0.348,0.548,0.828,0.024,163,0.243,1021,0.168,0.373,18,0,2003
6,denver nuggets,82,19730,0.443,11.3,0.854,0.345,0.111,0.127,0.272,0.146,0.461,0.597,0.365,0.377,0.365,0.336,0.574,0.801,0.07,425,0.242,868,0.192,0.381,10,0,2003
7,detroit pistons,82,19780,0.435,10.7,0.847,0.34,0.153,0.175,0.179,0.153,0.452,0.566,0.356,0.393,0.374,0.344,0.592,0.817,0.053,299,0.259,822,0.257,0.394,7,0,2003
8,golden state warriors,82,19855,0.442,11.9,0.803,0.272,0.196,0.117,0.218,0.197,0.468,0.654,0.358,0.346,0.399,0.334,0.526,0.918,0.045,270,0.202,794,0.254,0.356,17,1,2003
9,houston rockets,82,19930,0.442,12.7,0.773,0.268,0.153,0.141,0.211,0.227,0.464,0.596,0.383,0.402,0.398,0.366,0.512,0.854,0.054,289,0.203,658,0.315,0.384,16,0,2003
10,indiana pacers,82,19805,0.435,12.1,0.797,0.288,0.156,0.157,0.196,0.203,0.457,0.589,0.366,0.368,0.407,0.351,0.6,0.871,0.052,301,0.215,668,0.33,0.383,8,0,2003
11,los angeles clippers,82,19805,0.428,11,0.844,0.341,0.155,0.13,0.218,0.156,0.448,0.574,0.398,0.341,0.351,0.321,0.55,0.866,0.046,283,0.263,879,0.135,0.312,11,0,2003
12,los angeles lakers,82,19855,0.454,11.5,0.833,0.326,0.143,0.126,0.238,0.167,0.479,0.632,0.392,0.369,0.379,0.327,0.608,0.901,0.054,333,0.25,959,0.239,0.322,16,1,2003
13,memphis grizzlies,82,19880,0.445,11.1,0.803,0.342,0.17,0.101,0.19,0.197,0.471,0.596,0.393,0.346,0.381,0.34,0.609,0.857,0.065,384,0.252,899,0.277,0.33,20,2,2003
14,miami heat,82,19755,0.425,12.3,0.789,0.297,0.143,0.117,0.231,0.211,0.443,0.562,0.394,0.323,0.382,0.357,0.505,0.889,0.038,211,0.232,758,0.228,0.427,19,0,2003
15,milwaukee bucks,82,19780,0.447,11.2,0.828,0.32,0.152,0.176,0.179,0.172,0.467,0.578,0.424,0.384,0.385,0.35,0.588,0.903,0.054,325,0.245,835,0.261,0.328,9,0,2003
16,minnesota timberwolves,82,19755,0.462,13,0.863,0.206,0.147,0.21,0.301,0.137,0.477,0.62,0.44,0.431,0.429,0.363,0.591,0.89,0.03,191,0.153,564,0.259,0.397,13,0,2003
17,new jersey nets,82,19705,0.441,11.9,0.824,0.332,0.111,0.113,0.268,0.176,0.464,0.609,0.342,0.357,0.381,0.336,0.687,0.889,0.067,394,0.23,785,0.185,0.409,16,2,2003
18,new orleans hornets,82,19830,0.42,12.8,0.748,0.294,0.115,0.131,0.209,0.252,0.454,0.568,0.363,0.377,0.391,0.319,0.591,0.738,0.044,263,0.229,770,0.232,0.331,12,1,2003
19,new york knicks,82,19880,0.442,12.2,0.829,0.259,0.156,0.177,0.237,0.171,0.459,0.568,0.419,0.418,0.395,0.364,0.548,0.835,0.022,134,0.213,725,0.271,0.384,12,0,2003
20,orlando magic,82,19830,0.429,12.8,0.816,0.26,0.138,0.145,0.273,0.184,0.448,0.551,0.402,0.395,0.403,0.344,0.504,0.786,0.036,219,0.197,657,0.19,0.376,4,0,2003
21,philadelphia 76ers,82,19855,0.428,11.3,0.842,0.319,0.132,0.174,0.216,0.158,0.445,0.562,0.37,0.36,0.385,0.342,0.567,0.92,0.043,239,0.252,769,0.316,0.383,7,0,2003
22,phoenix suns,82,19730,0.443,11.4,0.82,0.327,0.137,0.146,0.21,0.18,0.465,0.587,0.441,0.35,0.371,0.345,0.482,0.87,0.057,343,0.247,860,0.337,0.407,14,0,2003
23,portland trail blazers,82,19980,0.448,11.5,0.83,0.3,0.171,0.141,0.218,0.17,0.469,0.597,0.41,0.415,0.375,0.346,0.571,0.866,0.055,339,0.219,722,0.188,0.362,10,0,2003
24,sacramento kings,82,19780,0.462,13,0.777,0.277,0.128,0.089,0.284,0.223,0.48,0.636,0.34,0.383,0.421,0.401,0.653,0.862,0.035,220,0.226,908,0.307,0.422,12,0,2003
25,san antonio spurs,82,19755,0.442,11.6,0.823,0.282,0.197,0.144,0.2,0.177,0.46,0.623,0.373,0.383,0.371,0.358,0.543,0.868,0.039,228,0.234,856,0.363,0.394,12,0,2003
26,seattle supersonics,82,19805,0.446,13.5,0.706,0.245,0.158,0.121,0.182,0.294,0.476,0.655,0.377,0.389,0.38,0.373,0.519,0.876,0.052,305,0.179,698,0.272,0.408,19,0,2003
27,toronto raptors,82,19980,0.418,13.1,0.796,0.252,0.123,0.155,0.267,0.204,0.434,0.575,0.398,0.346,0.368,0.356,0.519,0.944,0.041,238,0.177,553,0.451,0.405,8,0,2003
28,utah jazz,82,19780,0.436,11.5,0.873,0.357,0.085,0.104,0.327,0.127,0.453,0.555,0.353,0.357,0.397,0.321,0.598,0.845,0.041,232,0.284,889,0.229,0.361,8,0,2003
29,washington wizards,82,19830,0.421,11.9,0.806,0.29,0.18,0.123,0.213,0.194,0.44,0.618,0.317,0.34,0.358,0.341,0.511,0.808,0.053,325,0.225,806,0.214,0.371,4,0,2003
NA,league average,82,19825,0.439,12,0.813,0.297,0.147,0.141,0.229,0.187,0.46,0.592,0.382,0.377,0.388,0.347,0.565,0.857,0.047,280,0.226,782,0.261,0.378,11.6,0.3,2003
1,atlanta hawks,82,19705,0.446,13.6,0.637,0.279,0.131,0.105,0.122,0.363,0.495,0.635,0.351,0.399,0.411,0.36,0.52,0.869,0.052,309,0.288,1064,0.243,0.426,22,0,2017
2,boston celtics,82,19805,0.45,13.7,0.643,0.259,0.158,0.106,0.12,0.357,0.491,0.628,0.364,0.419,0.426,0.377,0.49,0.813,0.047,274,0.261,935,0.213,0.408,18,0,2017
3,brooklyn nets,82,19855,0.441,13.7,0.589,0.269,0.175,0.083,0.062,0.411,0.5,0.643,0.379,0.4,0.354,0.356,0.507,0.844,0.043,269,0.287,1098,0.201,0.376,13,1,2017
4,chicago bulls,82,19855,0.435,13.6,0.65,0.254,0.165,0.095,0.135,0.35,0.478,0.624,0.39,0.388,0.377,0.355,0.51,0.848,0.039,261,0.25,942,0.184,0.372,15,0,2017
5,charlotte hornets,82,19780,0.45,13.2,0.686,0.273,0.16,0.114,0.138,0.314,0.487,0.642,0.38,0.408,0.37,0.369,0.484,0.756,0.046,300,0.268,1030,0.154,0.369,21,0,2017
6,cleveland cavaliers,82,19730,0.476,13.8,0.621,0.297,0.113,0.092,0.119,0.379,0.54,0.706,0.368,0.413,0.387,0.372,0.478,0.819,0.051,319,0.269,1163,0.252,0.417,13,0,2017
7,dallas mavericks,82,19805,0.444,14.4,0.618,0.241,0.135,0.105,0.137,0.382,0.496,0.652,0.4,0.385,0.405,0.36,0.491,0.824,0.048,295,0.222,850,0.169,0.416,20,0,2017
8,denver nuggets,82,19880,0.47,12.8,0.643,0.275,0.204,0.09,0.074,0.357,0.525,0.664,0.424,0.441,0.391,0.371,0.526,0.848,0.055,356,0.302,1157,0.167,0.417,26,0,2017
9,detroit pistons,82,19805,0.45,13.1,0.667,0.26,0.185,0.107,0.116,0.333,0.488,0.657,0.346,0.433,0.388,0.373,0.465,0.889,0.044,271,0.28,1047,0.227,0.392,19,1,2017
10,golden state warriors,82,19730,0.503,14,0.661,0.267,0.111,0.139,0.144,0.339,0.56,0.708,0.424,0.485,0.463,0.391,0.643,0.801,0.071,454,0.229,952,0.158,0.405,26,0,2017
11,houston rockets,82,19755,0.46,15,0.498,0.288,0.104,0.062,0.044,0.502,0.558,0.669,0.369,0.454,0.43,0.362,0.47,0.689,0.062,392,0.261,1004,0.228,0.4,17,1,2017
12,indiana pacers,82,19755,0.472,13,0.716,0.293,0.136,0.096,0.191,0.284,0.513,0.638,0.42,0.449,0.422,0.369,0.465,0.819,0.041,250,0.294,1168,0.22,0.425,21,0,2017
13,los angeles clippers,82,19705,0.471,11.8,0.686,0.347,0.164,0.083,0.091,0.314,0.525,0.659,0.378,0.424,0.378,0.354,0.502,0.726,0.082,512,0.301,1153,0.219,0.338,15,1,2017
14,los angeles lakers,82,19905,0.461,12.4,0.671,0.321,0.168,0.086,0.096,0.329,0.517,0.67,0.39,0.354,0.378,0.345,0.492,0.865,0.059,385,0.299,1253,0.159,0.372,17,0,2017
15,memphis grizzlies,82,19705,0.444,12.8,0.683,0.312,0.139,0.1,0.132,0.317,0.486,0.62,0.352,0.372,0.398,0.352,0.51,0.815,0.049,296,0.304,1087,0.189,0.35,26,0,2017
16,miami heat,82,19930,0.455,13.2,0.642,0.28,0.163,0.095,0.104,0.358,0.508,0.657,0.416,0.383,0.366,0.36,0.457,0.908,0.053,336,0.268,1067,0.256,0.388,18,0,2017
17,milwaukee bucks,82,19830,0.478,12.4,0.703,0.31,0.152,0.114,0.127,0.297,0.531,0.685,0.373,0.463,0.406,0.355,0.501,0.883,0.068,419,0.279,1065,0.263,0.405,12,0,2017
18,minnesota timberwolves,82,19805,0.476,12.3,0.739,0.264,0.196,0.129,0.15,0.261,0.519,0.69,0.433,0.432,0.403,0.357,0.487,0.825,0.053,343,0.255,1029,0.226,0.403,12,0,2017
19,new orleans pelicans,82,19955,0.483,12.5,0.681,0.295,0.179,0.099,0.109,0.319,0.54,0.667,0.475,0.441,0.396,0.362,0.549,0.876,0.054,362,0.307,1294,0.233,0.399,14,0,2017
20,new york knicks,82,19830,0.464,12.7,0.734,0.278,0.156,0.14,0.159,0.266,0.504,0.656,0.398,0.442,0.399,0.352,0.499,0.869,0.04,259,0.276,1119,0.194,0.406,20,0,2017
21,oklahoma city thunder,82,19830,0.453,13.2,0.655,0.315,0.096,0.105,0.138,0.345,0.505,0.639,0.367,0.404,0.375,0.354,0.426,0.831,0.067,408,0.272,1082,0.239,0.372,21,0,2017
22,orlando magic,82,19730,0.452,13.3,0.658,0.259,0.18,0.108,0.112,0.342,0.504,0.688,0.398,0.347,0.403,0.351,0.515,0.851,0.052,335,0.272,1088,0.178,0.374,8,0,2017
23,philadelphia 76ers,82,19780,0.472,13.3,0.656,0.272,0.168,0.109,0.107,0.344,0.526,0.702,0.401,0.383,0.421,0.369,0.556,0.954,0.06,386,0.27,1105,0.151,0.397,20,0,2017
24,phoenix suns,82,19705,0.442,12.5,0.68,0.313,0.145,0.115,0.107,0.32,0.492,0.618,0.387,0.399,0.369,0.334,0.467,0.823,0.063,387,0.293,1079,0.209,0.366,16,0,2017
25,portland trail blazers,82,19755,0.452,13,0.676,0.283,0.155,0.111,0.127,0.324,0.493,0.609,0.383,0.434,0.418,0.366,0.416,0.721,0.039,246,0.266,998,0.175,0.386,4,0,2017
26,sacramento kings,82,19755,0.45,12.9,0.722,0.242,0.205,0.115,0.159,0.278,0.479,0.642,0.395,0.385,0.407,0.375,0.477,0.817,0.045,290,0.248,907,0.2,0.409,25,0,2017
27,san antonio spurs,82,19730,0.457,12.7,0.718,0.261,0.169,0.143,0.144,0.282,0.499,0.66,0.406,0.416,0.4,0.352,0.497,0.897,0.031,192,0.263,1080,0.235,0.4,16,0,2017
28,toronto raptors,82,19830,0.472,13.2,0.623,0.291,0.16,0.098,0.074,0.377,0.541,0.681,0.414,0.428,0.419,0.358,0.499,0.816,0.05,338,0.272,1114,0.243,0.396,19,1,2017
29,utah jazz,82,19755,0.462,13.2,0.643,0.284,0.151,0.1,0.108,0.357,0.515,0.674,0.37,0.398,0.408,0.366,0.5,0.805,0.069,434,0.273,994,0.268,0.418,14,0,2017
30,washington wizards,82,19855,0.467,13.4,0.69,0.243,0.159,0.139,0.149,0.31,0.508,0.673,0.418,0.436,0.405,0.375,0.548,0.88,0.042,248,0.252,1008,0.192,0.376,17,0,2017
NA,league average,82,19795,0.46,13.2,0.663,0.281,0.156,0.106,0.12,0.337,0.51,0.658,0.394,0.415,0.4,0.362,0.499,0.83,0.053,331,0.273,1064,0.208,0.394,17.5,0.2,2017
1,atlanta hawks,82,19855,0.441,10.4,0.854,0.371,0.141,0.139,0.204,0.146,0.463,0.579,0.341,0.331,0.426,0.312,0.511,0.872,0.056,354,0.289,985,0.265,0.295,16,0,2004
2,boston celtics,82,19880,0.468,11.3,0.808,0.364,0.119,0.113,0.212,0.192,0.496,0.614,0.36,0.379,0.433,0.349,0.543,0.899,0.049,305,0.296,1065,0.296,0.381,12,0,2004
3,charlotte bobcats,82,19880,0.432,11.7,0.872,0.284,0.149,0.145,0.294,0.128,0.442,0.574,0.375,0.351,0.392,0.363,0.57,0.903,0.036,232,0.223,791,0.344,0.413,6,0,2004
4,chicago bulls,82,19830,0.432,12.3,0.783,0.297,0.144,0.128,0.214,0.217,0.453,0.566,0.374,0.367,0.401,0.357,0.569,0.806,0.044,272,0.229,743,0.234,0.402,5,0,2004
5,cleveland cavaliers,82,19855,0.447,11.2,0.865,0.312,0.161,0.159,0.233,0.135,0.465,0.609,0.402,0.358,0.39,0.332,0.599,0.797,0.056,352,0.217,765,0.292,0.36,4,0,2004
6,dallas mavericks,82,19730,0.457,12.3,0.81,0.287,0.132,0.148,0.243,0.19,0.479,0.594,0.44,0.399,0.413,0.364,0.472,0.834,0.046,287,0.219,756,0.242,0.37,20,0,2004
7,denver nuggets,82,19755,0.459,11.1,0.858,0.364,0.102,0.117,0.274,0.142,0.479,0.627,0.36,0.36,0.377,0.34,0.617,0.878,0.083,499,0.261,955,0.304,0.399,23,0,2004
8,detroit pistons,82,19955,0.444,11.5,0.836,0.321,0.117,0.183,0.215,0.164,0.463,0.576,0.393,0.413,0.377,0.345,0.592,0.865,0.066,379,0.225,723,0.273,0.355,8,0,2004
9,golden state warriors,82,19905,0.43,13.3,0.748,0.254,0.155,0.092,0.248,0.252,0.457,0.642,0.328,0.364,0.382,0.352,0.542,0.814,0.041,270,0.201,825,0.246,0.358,10,0,2004
10,houston rockets,82,19855,0.443,13.4,0.763,0.254,0.134,0.119,0.256,0.237,0.468,0.59,0.435,0.394,0.399,0.364,0.561,0.808,0.045,251,0.188,635,0.277,0.391,11,0,2004
11,indiana pacers,82,19905,0.432,13.2,0.745,0.27,0.14,0.137,0.199,0.255,0.463,0.582,0.407,0.397,0.384,0.344,0.481,0.86,0.036,203,0.213,663,0.272,0.403,10,0,2004
12,los angeles clippers,82,20030,0.459,11.4,0.895,0.298,0.151,0.156,0.29,0.105,0.473,0.59,0.449,0.397,0.405,0.345,0.632,0.861,0.052,305,0.229,750,0.302,0.411,13,0,2004
13,los angeles lakers,82,19780,0.437,12.7,0.727,0.329,0.118,0.092,0.188,0.273,0.467,0.562,0.411,0.377,0.382,0.355,0.491,0.88,0.045,269,0.255,857,0.25,0.352,29,0,2004
14,memphis grizzlies,82,19705,0.447,11.4,0.763,0.354,0.145,0.089,0.176,0.237,0.475,0.578,0.388,0.369,0.39,0.357,0.546,0.896,0.065,358,0.269,861,0.31,0.369,15,0,2004
15,miami heat,82,19980,0.486,11.5,0.802,0.336,0.137,0.111,0.218,0.198,0.513,0.652,0.423,0.376,0.427,0.377,0.528,0.855,0.084,499,0.23,838,0.255,0.374,7,1,2004
16,milwaukee bucks,82,19780,0.45,11.1,0.859,0.331,0.128,0.177,0.224,0.141,0.467,0.558,0.395,0.412,0.416,0.351,0.543,0.88,0.044,261,0.261,872,0.266,0.37,8,0,2004
17,minnesota timberwolves,82,19755,0.459,13.2,0.827,0.225,0.138,0.18,0.285,0.173,0.483,0.618,0.435,0.426,0.436,0.345,0.593,0.876,0.03,181,0.173,656,0.211,0.388,13,0,2004
